Ticker,Company,CIK,Rating Score,Net Income,Revenue,Total Assets,Total Liabilities
APOS,"Apollo Global Management, Inc.",0001858681,60,3492000000.0,32049000000.0,460949000000.0,418434000000.0
FIVN,"Five9, Inc.",0001288847,60,19713000.0,300282000.0,1790070000.0,1004253000.0
VISN,"Vistance Networks, Inc.",0001517228,60,1359500000.0,1931600000.0,9371000000.0,9096400000.0
BUSE,FIRST BUSEY CORP /NV/,0000314489,60,135262000.0,719584000.0,18104736000.0,15635754000.0
AYR,Aircastle LTD,0001362988,60,194048000.0,975119000.0,8989786000.0,6322135000.0
RITM-PD,Rithm Capital Corp.,0001556593,60,697057000.0,4590228000.0,53063126000.0,43808416000.0
RITM-PA,Rithm Capital Corp.,0001556593,60,697057000.0,4590228000.0,53063126000.0,43808416000.0
RITM-PB,Rithm Capital Corp.,0001556593,60,697057000.0,4590228000.0,53063126000.0,43808416000.0
RITM-PF,Rithm Capital Corp.,0001556593,60,697057000.0,4590228000.0,53063126000.0,43808416000.0
RITM-PE,Rithm Capital Corp.,0001556593,60,697057000.0,4590228000.0,53063126000.0,43808416000.0
RITM-PC,Rithm Capital Corp.,0001556593,60,697057000.0,4590228000.0,53063126000.0,43808416000.0
SODI,SOLITRON DEVICES INC,0000091668,60,807000.0,12757000.0,25940000.0,6137000.0
CZFS,CITIZENS FINANCIAL SERVICES INC,0000739421,60,36572000.0,9881000.0,3064564000.0,2726513000.0
MVBF,MVB FINANCIAL CORP,0001277902,60,4225000.0,3400000.0,3308918000.0,2974950000.0
AXS,AXIS CAPITAL HOLDINGS LTD,0001214816,60,1008898000.0,6563678000.0,34461926000.0,28105491000.0
BXCAP,BOX INC,0001372612,60,115383000.0,506142000.0,1546060000.0,1348962000.0
TCBK,TRICO BANCSHARES /,0000356171,60,121558000.0,53445000.0,9822063000.0,8494062000.0
JHX,James Hardie Industries plc,0001159152,60,104000000.0,4835800000.0,13688600000.0,7263100000.0
GEN,Gen Digital Inc.,0000849399,60,973000000.0,6676000000.0,15589000000.0,12978000000.0
LDOS,"Leidos Holdings, Inc.",0001336920,60,1448000000.0,17174000000.0,13493000000.0,8531000000.0
MEDP,"Medpace Holdings, Inc.",0001668397,60,451123000.0,2530234000.0,1975472000.0,1516401000.0
TSCO,TRACTOR SUPPLY CO /DE/,0000916365,60,1096087000.0,15524046000.0,10933679000.0,8352386000.0
DD,"DuPont de Nemours, Inc.",0001666700,60,-126000000.0,5252000000.0,21575000000.0,7472000000.0
FIGS,"FIGS, Inc.",0001846576,60,34250000.0,419591000.0,579996000.0,142534000.0
FDCTD,"FDCTECH, INC.",0001722731,60,5783223.0,536396.0,63771196.0,41360599.0
FULO,FULLNET COMMUNICATIONS INC,0001092570,60,532139.0,4191084.0,3402780.0,1780592.0
CBL,CBL & ASSOCIATES PROPERTIES INC,0000910612,60,135967000.0,578373000.0,2729099000.0,2364425000.0
MO,"ALTRIA GROUP, INC.",0000764180,60,6947000000.0,23279000000.0,35017000000.0,38469000000.0
RVLV,"Revolve Group, Inc.",0001746618,60,61709000.0,1225682000.0,765001000.0,252466000.0
LPLA,LPL Financial Holdings Inc.,0001397911,60,863024000.0,16989479000.0,18492753000.0,13148268000.0
ORCL-PD,ORACLE CORP,0001341439,60,17087000000.0,67357000000.0,261759000000.0,
CCLD,"CareCloud, Inc.",0001582982,60,10798000.0,120499000.0,87598000.0,28092000.0
ANNA,"AleAnna, Inc.",0001845123,60,3416614.0,25035737.0,101296320.0,42616258.0
MBLY,Mobileye Global Inc.,0001910139,60,-392000000.0,1894000000.0,12492000000.0,611000000.0
STRC,Strategy Inc,0001050446,60,-3848152000.0,463456000.0,61641082000.0,10598110000.0
OPBK,OP Bancorp,0001722010,60,25635000.0,3204000.0,2650226000.0,2422333000.0
HDSN,HUDSON TECHNOLOGIES INC /NY,0000925528,60,16667000.0,237118000.0,318648000.0,75258000.0
NUS,"NU SKIN ENTERPRISES, INC.",0001021561,60,160204000.0,3176718000.0,1405313000.0,600073000.0
TDC,TERADATA CORP /DE/,0000816761,60,130000000.0,626000000.0,1779000000.0,1549000000.0
QCRH,QCR HOLDINGS INC,0000906465,60,127194000.0,165999610.0,9575470000.0,8463159000.0
STRS,STRATUS PROPERTIES INC,0000885508,60,2804000.0,29914000.0,563428000.0,216349000.0
ZBRA,ZEBRA TECHNOLOGIES CORP,0000877212,60,419000000.0,5396000000.0,8502000000.0,4914000000.0
DINO,HF Sinclair Corp,0001915657,60,579000000.0,26869000000.0,16510000000.0,7261000000.0
FRPH,"FRP HOLDINGS, INC.",0000844059,60,3330000.0,42846000.0,735145000.0,279488000.0
ROLR,"High Roller Technologies, Inc.",0001947210,60,3161000.0,20453000.0,18519000.0,8877000.0
FSI,FLEXIBLE SOLUTIONS INTERNATIONAL INC,0001069394,60,786894.0,15494325.0,61832379.0,18999693.0
CHUC,"Charlie's Holdings, Inc.",0001134765,60,4499000.0,16250000.0,11564000.0,8141000.0
HXL,HEXCEL CORP /DE/,0000717605,60,109400000.0,1893900000.0,2704000000.0,1453300000.0
WEX,WEX Inc.,0001309108,60,304100000.0,2660800000.0,14399500000.0,13165000000.0
ACA,"Arcosa, Inc.",0001739445,60,208400000.0,2883400000.0,4985200000.0,2343800000.0
PBFS,"Pioneer Bancorp, Inc./MD",0001769663,60,20287000.0,15814000.0,2150684000.0,1826823000.0
CHRW,"C. H. ROBINSON WORLDWIDE, INC.",0001043277,60,587081000.0,3959786000.0,5058381000.0,3212734000.0
WY,WEYERHAEUSER CO,0000106535,60,324000000.0,6905000000.0,16613000000.0,7187000000.0
DRH,DiamondRock Hospitality Co,0001298946,60,101433000.0,1120491000.0,3003701000.0,1546616000.0
IMKTA,INGLES MARKETS INC,0000050493,60,83592501.0,5334032609.0,2566054643.0,950123066.0
DMC,DEL MONTE CORP,0001047340,60,90700000.0,4322300000.0,3059000000.0,1028800000.0
GEV,GE Vernova Inc.,0001996810,60,4884000000.0,38068000000.0,63016000000.0,50720000000.0
AMGN,AMGEN INC,0000318154,60,7711000000.0,25424000000.0,90586000000.0,
ORCL,ORACLE CORP,0001341439,60,17087000000.0,67357000000.0,261759000000.0,
KO,COCA COLA CO,0000021344,60,13107000000.0,47941000000.0,104816000000.0,
VSECU,VSE CORP,0000102752,60,11703000.0,760113000.0,2028578000.0,589770000.0
SIGIP,SELECTIVE INSURANCE GROUP INC,0000230557,60,466411000.0,5336928000.0,15155710000.0,11546735000.0
ESCA,ESCALADE INC,0000033488,60,13701000.0,180541000.0,222109000.0,48893000.0
AENT,ALLIANCE ENTERTAINMENT HOLDING CORP,0001823584,60,15078000.0,2700000.0,361228000.0,258006000.0
OMCL,"OMNICELL, INC.",0000926326,60,2052000.0,787309000.0,1974720000.0,742906000.0
RBB,RBB Bancorp,0001499422,60,10675000.0,5167000.0,4208294000.0,3684884000.0
MDNC,Medinotec Inc.,0001931055,60,794502.0,9729463.0,6812888.0,1101693.0
PROP,Prairie Operating Co.,0001162896,60,32051000.0,7939000.0,944546000.0,678236000.0
KG,Kestrel Group Ltd,0002055116,60,46725000.0,34049000.0,1009955000.0,881671000.0
WEYS,WEYCO GROUP INC,0000106532,60,23078000.0,276169000.0,319667000.0,80099000.0
WFCF,"Where Food Comes From, Inc.",0001360565,60,1536000.0,20774416.0,12899000.0,3594000.0
NOV,NOV Inc.,0001021860,60,145000000.0,8744000000.0,11291000000.0,4969000000.0
SKYH-WT,Sky Harbour Group Corp,0001823587,60,18818000.0,27540000.0,593176000.0,421210000.0
AVPT,"AvePoint, Inc.",0001777921,60,34799000.0,419497000.0,789181000.0,310482000.0
OSW,ONESPAWORLD HOLDINGS Ltd,0001758488,60,71618000.0,961001000.0,707095000.0,164518000.0
ANNAW,"AleAnna, Inc.",0001845123,60,3416614.0,25035737.0,101296320.0,42616258.0
SPNT,SiriusPoint Ltd,0001576018,60,459600000.0,3205100000.0,12569600000.0,10098700000.0
WTTR,"Select Water Solutions, Inc.",0001693256,60,21223000.0,362318000.0,1595612000.0,668545000.0
ASO,"Academy Sports & Outdoors, Inc.",0001817358,60,376768000.0,6053414000.0,5277036000.0,3105659000.0
PRG,"PROG Holdings, Inc.",0001808834,60,146788000.0,2409223000.0,1610408000.0,863991000.0
BFS-PD,"SAUL CENTERS, INC.",0000907254,60,37511000.0,289843000.0,2162678000.0,1685421000.0
INGR,Ingredion Inc,0001046257,60,165000000.0,1757000000.0,7897000000.0,3531000000.0
PEBO,PEOPLES BANCORP INC,0000318300,60,106778000.0,197000.0,9649630000.0,8443028000.0
MOG-B,MOOG INC.,0000067887,60,235028000.0,3860624000.0,4426055000.0,2433500000.0
RGA,REINSURANCE GROUP OF AMERICA INC,0000898174,60,1182000000.0,6635000000.0,156590000000.0,143039000000.0
GWRE,"Guidewire Software, Inc.",0001528396,60,69804000.0,719514000.0,2721099000.0,1263869000.0
VRSK,"Verisk Analytics, Inc.",0001442145,60,908300000.0,3072700000.0,6195500000.0,5885700000.0
DLTR,"DOLLAR TREE, INC.",0000935703,60,1282500000.0,19411800000.0,13466200000.0,9711300000.0
EG,"EVEREST GROUP, LTD.",0001095073,60,1591000000.0,17496000000.0,62514000000.0,47054000000.0
DTW,DTE ENERGY CO,0000936340,60,1462000000.0,3271000000.0,54066000000.0,
SF-PB,STIFEL FINANCIAL CORP,0000720672,60,683779000.0,6347533000.0,41270782000.0,35293465000.0
TMP,TOMPKINS FINANCIAL CORP,0001005817,60,161071000.0,75742000.0,8668268000.0,7729891000.0
GTES,Gates Industrial Corp Ltd.,0001718512,60,251400000.0,3443200000.0,7151400000.0,3462200000.0
URBN,URBAN OUTFITTERS INC,0000912615,60,464919000.0,6165376000.0,5007613000.0,2192326000.0
ITW,ILLINOIS TOOL WORKS INC,0000049826,60,3066000000.0,3580000000.0,16148000000.0,
NEPH,NEPHROS INC,0001196298,60,1194000.0,18789000.0,13641000.0,3439000.0
HRB,H&R BLOCK INC,0000012659,60,733596000.0,2392849000.0,3256351000.0,3138863000.0
AGX,ARGAN INC,0000100591,60,137774000.0,944606000.0,1186354000.0,724092000.0
IIIV,"i3 Verticals, Inc.",0001728688,60,3089000.0,54901000.0,638411000.0,120688000.0
NGS,NATURAL GAS SERVICES GROUP INC,0001084991,60,19928000.0,172315000.0,586786000.0,312070000.0
DGII,DIGI INTERNATIONAL INC,0000854775,60,40804000.0,430221000.0,922646000.0,286569000.0
WDFC,WD 40 CO,0000105132,60,90994000.0,488109000.0,475809000.0,207657000.0
AXS-PE,AXIS CAPITAL HOLDINGS LTD,0001214816,60,1008898000.0,6563678000.0,34461926000.0,28105491000.0
REX,REX AMERICAN RESOURCES Corp,0000744187,60,60935000.0,650487000.0,797731000.0,121000.0
CTO-PA,"CTO Realty Growth, Inc.",0000023795,60,10092000.0,149545000.0,1263902000.0,696556000.0
PDEX,PRO DEX INC,0000788920,60,8978000.0,66593000.0,61192000.0,24560000.0
ORGO,Organogenesis Holdings Inc.,0001661181,60,37032000.0,564169000.0,598730000.0,164812000.0
CMT,CORE MOLDING TECHNOLOGIES INC,0001026655,60,3083000.0,56122000.0,228132000.0,69961000.0
TBCH,Turtle Beach Corp,0001493761,60,15731000.0,111319000.0,269054000.0,140556000.0
BUSEP,FIRST BUSEY CORP /NV/,0000314489,60,135262000.0,719584000.0,18104736000.0,15635754000.0
IPGP,IPG PHOTONICS CORP,0001111928,60,31096000.0,1003777000.0,2424280000.0,296150000.0
YETI,"YETI Holdings, Inc.",0001670592,60,165387000.0,1868494000.0,1235418000.0,585142000.0
KNSA,"Kiniksa Pharmaceuticals International, plc",0001730430,60,59005000.0,677564000.0,763633000.0,196027000.0
CHDN,Churchill Downs Inc,0000020212,60,383000000.0,1809800000.0,7484500000.0,6428700000.0
AMSF,AMERISAFE INC,0001018979,60,47145000.0,317252000.0,1130544000.0,878946000.0
MCRB,"Seres Therapeutics, Inc.",0001609809,60,5696000.0,789000.0,138193000.0,93975000.0
VITL,"Vital Farms, Inc.",0001579733,60,66282000.0,759444000.0,518738000.0,167478000.0
CL,COLGATE PALMOLIVE CO,0000021665,60,2132000000.0,15454000000.0,16330000000.0,15965000000.0
MDLZ,"Mondelez International, Inc.",0001103982,60,2451000000.0,38537000000.0,71487000000.0,45596000000.0
PAHC,PHIBRO ANIMAL HEALTH CORP,0001069899,60,99720000.0,833350000.0,1501241000.0,1115764000.0
ROK,"ROCKWELL AUTOMATION, INC",0001024478,60,869000000.0,1729500000.0,11219000000.0,
BANC,"BANC OF CALIFORNIA, INC.",0001169770,60,228973000.0,1818792000.0,34797442000.0,31256165000.0
TJX,TJX COMPANIES INC /DE/,0000109198,60,5494000000.0,8303953000.0,35767000000.0,
OXY-WT,OCCIDENTAL PETROLEUM CORP /DE/,0000797468,60,4696000000.0,21593000000.0,84186000000.0,
PRI,"Primerica, Inc.",0001475922,60,470518000.0,3291713000.0,15012336000.0,12566434000.0
EPM,EVOLUTION PETROLEUM CORP,0001006655,60,1473000.0,13703078.0,160252000.0,88439000.0
DAR,DARLING INGREDIENTS INC.,0000916540,60,62804000.0,6135877000.0,10298782000.0,5489267000.0
AXIL,"Axil Brands, Inc.",0001718500,60,2699349.0,30847570.0,17957235.0,4813018.0
LECO,LINCOLN ELECTRIC HOLDINGS INC,0000059527,60,520533000.0,3761211000.0,3777577000.0,2307783000.0
DOC,"HEALTHPEAK PROPERTIES, INC.",0000765880,60,71347000.0,2822512000.0,20336018000.0,12033567000.0
LNWO,"Light & Wonder, Inc.",0000750004,60,276000000.0,823000000.0,6462000000.0,6217000000.0
LAWIL,"Light & Wonder, Inc.",0000750004,60,276000000.0,823000000.0,6462000000.0,6217000000.0
AIRTP,AIR T INC,0000353184,60,77983000.0,286834000.0,409123000.0,317902000.0
KKRS,KKR & Co. Inc.,0001404912,60,2370463000.0,19464307000.0,410144072000.0,328512161000.0
KKRT,KKR & Co. Inc.,0001404912,60,2370463000.0,19464307000.0,410144072000.0,328512161000.0
FIX,COMFORT SYSTEMS USA INC,0001035983,60,1022558000.0,9101641000.0,6441169000.0,3992395000.0
GRMN,GARMIN LTD,0001121788,60,1663887000.0,7245519000.0,10993669000.0,
JHIUF,James Hardie Industries plc,0001159152,60,104000000.0,4835800000.0,13688600000.0,7263100000.0
CEG,Constellation Energy Corp,0001868275,60,2319000000.0,25533000000.0,57249000000.0,42396000000.0
PSX,Phillips 66,0001534701,60,4403000000.0,132376000000.0,73680000000.0,43439000000.0
FBYD,"Falcon's Beyond Global, Inc.",0001937987,60,6312000.0,14896000.0,66702000.0,42881000.0
SNDR,"Schneider National, Inc.",0001692063,60,103600000.0,5674300000.0,4840100000.0,1815400000.0
ROAD,"Construction Partners, Inc.",0001718227,60,101781000.0,785679000.0,3238856000.0,2326893000.0
AEP,AMERICAN ELECTRIC POWER CO INC,0000004904,60,1480000000.0,21876000000.0,114460000000.0,82204000000.0
TDG,TransDigm Group INC,0001260221,60,2074000000.0,8831000000.0,22909000000.0,32588000000.0
MIND,"MIND TECHNOLOGY, INC",0000926423,60,750000.0,13257000.0,49266000.0,7849000.0
PAVM,PAVmed Inc.,0001624326,60,401000.0,3000000.0,38812000.0,16512000.0
GLRE,"GREENLIGHT CAPITAL RE, LTD.",0001385613,60,74832000.0,729777000.0,2169783000.0,1461806000.0
FDCT,"FDCTECH, INC.",0001722731,60,5783223.0,536396.0,63771196.0,41360599.0
KKR-PD,KKR & Co. Inc.,0001404912,60,2370463000.0,19464307000.0,410144072000.0,328512161000.0
DUK,Duke Energy CORP,0001326160,60,4968000000.0,5695000000.0,195736000000.0,
CVNA,CARVANA CO.,0001690820,60,1407000000.0,20322000000.0,13201000000.0,8998000000.0
RES,RPC INC,0000742278,60,32080000.0,41919000000.0,1468385000.0,369214000.0
Z,"ZILLOW GROUP, INC.",0001617640,60,23000000.0,1076794000.0,5685000000.0,801000000.0
VTOL,Bristow Group Inc.,0001525221,60,129074000.0,1490512000.0,2311261000.0,1251638000.0
QXO-PB,"QXO, Inc.",0001236275,60,-279400000.0,54516941.0,15887300000.0,6180500000.0
DUKB,Duke Energy CORP,0001326160,60,4968000000.0,5695000000.0,195736000000.0,
DUK-PA,Duke Energy CORP,0001326160,60,4968000000.0,5695000000.0,195736000000.0,
DUKU,Duke Energy CORP,0001326160,60,4968000000.0,5695000000.0,195736000000.0,
EXPO,EXPONENT INC,0000851520,60,106009000.0,582014000.0,777519000.0,387178000.0
CXW,"CoreCivic, Inc.",0001070985,60,122320000.0,2211182000.0,3256743000.0,1851494000.0
VSEC,VSE CORP,0000102752,60,11703000.0,760113000.0,2028578000.0,589770000.0
KE,"Kimball Electronics, Inc.",0001606757,60,27960000.0,1431378000.0,1092070000.0,212672000.0
OLP,ONE LIBERTY PROPERTIES INC,0000712770,60,25474000.0,21066000.0,857570000.0,557773000.0
BWFG,"Bankwell Financial Group, Inc.",0001505732,60,35198000.0,2826000.0,3359859000.0,3058370000.0
TCMD,TACTILE SYSTEMS TECHNOLOGY INC,0001027838,60,19086000.0,329522000.0,273942000.0,55040000.0
QXO,"QXO, Inc.",0001236275,60,-279400000.0,54516941.0,15887300000.0,6180500000.0
SW,Smurfit Westrock plc,0002005951,60,699000000.0,31179000000.0,45157000000.0,26803000000.0
DOV,DOVER Corp,0000029905,60,1093956000.0,1775589000.0,13422423000.0,
CPAY,"CORPAY, INC.",0001175454,60,1069826000.0,4528403000.0,26408135000.0,
FE,FIRSTENERGY CORP,0001031296,60,1020000000.0,15090000000.0,55904000000.0,41978000000.0
LII,LENNOX INTERNATIONAL INC,0001069202,60,142500000.0,1195000000.0,4081800000.0,2918700000.0
DT,"Dynatrace, Inc.",0001773383,60,162669000.0,2018387000.0,4415725000.0,1804335000.0
FIVE,"FIVE BELOW, INC",0001177609,60,358641000.0,4764147000.0,4937019000.0,2743729000.0
ABXL,"Abacus Global Management, Inc.",0001814287,60,36525269.0,235237636.0,902240258.0,478699328.0
APTV,Aptiv PLC,0001521332,60,138000000.0,5153000000.0,23413000000.0,13914000000.0
VMD,"VIEMED HEALTHCARE, INC.",0001729149,60,14934000.0,270280000.0,199154000.0,55633000.0
LGCY,Legacy Education Inc.,0001836754,60,7534232.0,64168025.0,69205138.0,28161618.0
POR,PORTLAND GENERAL ELECTRIC CO /OR/,0000784977,60,193000000.0,3576000000.0,13230000000.0,9097000000.0
DFH,"Dream Finders Homes, Inc.",0001825088,60,217197000.0,4322848000.0,3727484000.0,2123373000.0
CTA-PA,"EIDP, Inc.",0000030554,60,2513000000.0,,101025000000.0,29768000000.0
PUMP,ProPetro Holding Corp.,0001680247,60,824000.0,1269158000.0,1290890000.0,461048000.0
CTA-PB,"EIDP, Inc.",0000030554,60,2513000000.0,,101025000000.0,29768000000.0
SF-PC,STIFEL FINANCIAL CORP,0000720672,60,683779000.0,6347533000.0,41270782000.0,35293465000.0
SF-PD,STIFEL FINANCIAL CORP,0000720672,60,683779000.0,6347533000.0,41270782000.0,35293465000.0
AA,Alcoa Corp,0001675149,60,1157000000.0,12831000000.0,16129000000.0,9935000000.0
IT,GARTNER INC,0000749251,60,729231000.0,2021441000.0,8085400000.0,7765492000.0
GL,GLOBE LIFE INC.,0000320335,60,1161238000.0,5994318000.0,30813692000.0,24839113000.0
DTE,DTE ENERGY CO,0000936340,60,1462000000.0,3271000000.0,54066000000.0,
BWA,BORGWARNER INC,0000908255,60,277000000.0,14316000000.0,13769000000.0,8155000000.0
MCFT,"MasterCraft Boat Holdings, Inc.",0001638290,60,5697000.0,79516000.0,259948000.0,76362000.0
GCBC,GREENE COUNTY BANCORP INC,0001070524,60,31138000.0,4117000.0,3040609000.0,2801772000.0
VIRT,"Virtu Financial, Inc.",0001592386,60,468361000.0,3632118000.0,20150736000.0,18177333000.0
FTDR,"Frontdoor, Inc.",0001727263,60,255000000.0,2093000000.0,2142000000.0,1385000000.0
RITM,Rithm Capital Corp.,0001556593,60,697057000.0,4590228000.0,53063126000.0,43808416000.0
BCPC,BALCHEM CORP,0000009326,60,39225000.0,799023000.0,1686252000.0,428839000.0
CIVB,"CIVISTA BANCSHARES, INC.",0000944745,60,46212000.0,19023000.0,4336453000.0,3792979000.0
NRIM,NORTHRIM BANCORP INC,0001163370,60,64608000.0,255581000.0,3290273000.0,2963729000.0
GLD,SPDR GOLD TRUST,0001222333,60,16830571000.0,,124571115000.0,38255000.0
GLDM,World Gold Trust,0001618181,60,2773241000.0,,20855894000.0,1629000.0
YELP,YELP INC,0001345016,60,145600000.0,1464955000.0,958478000.0,247626000.0
FBTC,Fidelity Wise Origin Bitcoin Fund,0001852317,60,0.0,,17706511000.0,70257000.0
SFB,STIFEL FINANCIAL CORP,0000720672,60,683779000.0,6347533000.0,41270782000.0,35293465000.0
GL-PD,GLOBE LIFE INC.,0000320335,60,1161238000.0,5994318000.0,30813692000.0,24839113000.0
AENTW,ALLIANCE ENTERTAINMENT HOLDING CORP,0001823584,60,15078000.0,2700000.0,361228000.0,258006000.0
BXP,"BXP, Inc.",0001037540,60,276800000.0,3482279000.0,26166164000.0,18473924000.0
ONIT,ONITY GROUP INC.,0000873860,60,189500000.0,1066700000.0,16170600000.0,15492800000.0
FRD,FRIEDMAN INDUSTRIES INC,0000039092,60,6085000.0,43962778.0,226822000.0,94397000.0
ISBA,ISABELLA BANK CORP,0000842517,60,18910000.0,5655000.0,2209448000.0,1978052000.0
UVSP,UNIVEST FINANCIAL Corp,0000102212,60,90757000.0,328056000.0,8436897000.0,7493579000.0
CRCT,"Cricut, Inc.",0001828962,60,76705000.0,708780000.0,580806000.0,237245000.0
TPR,"TAPESTRY, INC.",0001116132,60,1527700000.0,1483700000.0,6691700000.0,5999600000.0
ATO,ATMOS ENERGY CORP,0000731802,60,1198754000.0,4702755000.0,28249522000.0,
XELLL,XCEL ENERGY INC,0000072903,60,2018000000.0,2880000000.0,81371000000.0,
CCK,"CROWN HOLDINGS, INC.",0001219601,60,738000000.0,2791000000.0,14272000000.0,
IESC,"IES Holdings, Inc.",0001048268,60,305975000.0,3371468000.0,1595661000.0,707699000.0
ALLY,Ally Financial Inc.,0000040729,60,852000000.0,7914000000.0,196002000000.0,180504000000.0
TRIP,"TripAdvisor, Inc.",0001526520,60,40000000.0,346000000.0,2625000000.0,1980000000.0
BFS,"SAUL CENTERS, INC.",0000907254,60,37511000.0,289843000.0,2162678000.0,1685421000.0
SHLS,"Shoals Technologies Group, Inc.",0001831651,60,33574000.0,475331000.0,904101000.0,304128000.0
MMM,3M CO,0000066740,60,3250000000.0,24948000000.0,37733000000.0,32986000000.0
PRK,PARK NATIONAL CORP /OH/,0000805676,60,180073000.0,664421000.0,9805013000.0,8452220000.0
WSM,WILLIAMS SONOMA INC,0000719955,60,1088437000.0,7806816000.0,5411912000.0,3329353000.0
AWK,"American Water Works Company, Inc.",0001410636,60,1111000000.0,731378000.0,35442000000.0,
FTI,TechnipFMC plc,0001681459,60,963900000.0,9932600000.0,10118200000.0,6712900000.0
STRD,Strategy Inc,0001050446,60,-3848152000.0,463456000.0,61641082000.0,10598110000.0
BSX,BOSTON SCIENTIFIC CORP,0000885725,60,2892000000.0,9076000000.0,43673000000.0,
FVCB,"FVCBankcorp, Inc.",0001675644,60,22057000.0,1781000.0,2292256000.0,2038656000.0
KTOS,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",0001069258,60,22000000.0,751900000.0,2467200000.0,470900000.0
FCFS,"FirstCash Holdings, Inc.",0000840489,60,330375000.0,3661043000.0,5300763000.0,3024001000.0
KVUE,Kenvue Inc.,0001944048,60,1470000000.0,15124000000.0,27076000000.0,16311000000.0
BANC-PF,"BANC OF CALIFORNIA, INC.",0001169770,60,228973000.0,1818792000.0,34797442000.0,31256165000.0
KKR,KKR & Co. Inc.,0001404912,60,2370463000.0,19464307000.0,410144072000.0,328512161000.0
AMRC,"Ameresco, Inc.",0001488139,60,56757000.0,1769928000.0,4158508000.0,260908657.0
NPKI,NPK International Inc.,0000071829,60,38939000.0,747763000.0,441758000.0,90602000.0
ATMU,Atmus Filtration Technologies Inc.,0001921963,60,207400000.0,1764300000.0,1350700000.0,972200000.0
ATH-PD,Athene Holding Ltd.,0001527469,60,2711000000.0,25677000000.0,442205000000.0,406567000000.0
ATH-PE,Athene Holding Ltd.,0001527469,60,2711000000.0,25677000000.0,442205000000.0,406567000000.0
ATH-PA,Athene Holding Ltd.,0001527469,60,2711000000.0,25677000000.0,442205000000.0,406567000000.0
ATHS,Athene Holding Ltd.,0001527469,60,2711000000.0,25677000000.0,442205000000.0,406567000000.0
ATH-PB,Athene Holding Ltd.,0001527469,60,2711000000.0,25677000000.0,442205000000.0,406567000000.0
PCSV,"PCS Edventures!, Inc.",0001122020,60,253182.0,3335612.0,8902120.0,1209360.0
GOOD,GLADSTONE COMMERCIAL CORP,0001234006,60,19286000.0,161336000.0,1246933000.0,905000000.0
GDYN,"GRID DYNAMICS HOLDINGS, INC.",0001743725,60,9668000.0,111283000.0,612890000.0,70817000.0
SIGI,SELECTIVE INSURANCE GROUP INC,0000230557,60,466411000.0,5336928000.0,15155710000.0,11546735000.0
RJF,RAYMOND JAMES FINANCIAL INC,0000720005,60,2135000000.0,15912000000.0,88230000000.0,75726000000.0
NPK,NATIONAL PRESTO INDUSTRIES INC,0000080172,60,15005000.0,163973000.0,500729000.0,105594000.0
EHC,Encompass Health Corp,0000785161,60,566200000.0,5935200000.0,7089700000.0,3813900000.0
AFG,AMERICAN FINANCIAL GROUP INC,0001042046,60,842000000.0,8174000000.0,32642000000.0,27822000000.0
WHG,WESTWOOD HOLDINGS GROUP INC,0001165002,60,7077000.0,97762000.0,162298000.0,35575000.0
ECBK,"ECB Bancorp, Inc. /MD/",0001914605,60,7772000.0,598000.0,1605653000.0,1433719000.0
BKE,BUCKLE INC,0000885245,60,209744000.0,1297835000.0,991279000.0,566636000.0
RGS,REGIS CORP,0000716643,60,123536000.0,210134000.0,598957000.0,413341000.0
WMK,WEIS MARKETS INC,0000105418,60,93691000.0,4714573000.0,2027359000.0,675449000.0
LTH,"Life Time Group Holdings, Inc.",0001869198,60,373671000.0,2995255000.0,8007951000.0,4881740000.0
BFS-PE,"SAUL CENTERS, INC.",0000907254,60,37511000.0,289843000.0,2162678000.0,1685421000.0
STRF,Strategy Inc,0001050446,60,-3848152000.0,463456000.0,61641082000.0,10598110000.0
STRK,Strategy Inc,0001050446,60,-3848152000.0,463456000.0,61641082000.0,10598110000.0
WBD,"Warner Bros. Discovery, Inc.",0001437107,60,727000000.0,10553000000.0,100085000000.0,62919000000.0
MMSI,MERIT MEDICAL SYSTEMS INC,0000856982,60,128489000.0,1515906000.0,2685922000.0,1101619000.0
CRGY,Crescent Energy Co,0001866175,60,132906000.0,3579782000.0,12443207000.0,7277772000.0
UAL,"United Airlines Holdings, Inc.",0000100517,60,3353000000.0,9438000000.0,76448000000.0,
NRDS,"NERDWALLET, INC.",0001625278,60,48700000.0,836600000.0,461100000.0,86600000.0
BHB,BAR HARBOR BANKSHARES,0000743367,60,36919000.0,30014000.0,4683891000.0,4151350000.0
MSB,MESABI TRUST,0000065172,60,93274243.0,98595651.0,101728455.0,78400735.0
CFFN,"Capitol Federal Financial, Inc.",0001490906,60,68025000.0,16300000.0,9778701000.0,8731024000.0
ADI,ANALOG DEVICES INC,0000006281,60,2267342000.0,1596586000.0,47992712000.0,
DAL,"DELTA AIR LINES, INC.",0000027904,60,5005000000.0,10742000000.0,81317000000.0,
HHH,Howard Hughes Holdings Inc.,0001981792,60,123897000.0,1474892000.0,10639461000.0,6797215000.0
DIOD,DIODES INC /DEL/,0000029002,60,66141000.0,1482073000.0,2448100000.0,509691000.0
SIG,SIGNET JEWELERS LTD,0000832988,60,294400000.0,2154700000.0,5952100000.0,3985900000.0
MOV,MOVADO GROUP INC,0000072573,60,26552000.0,338600000.0,742621000.0,232361000.0
